,Date,FTHG,FTAG,FTR,Home,Away,PH,PD,PA,PCH,PCD,PCA
647,05/03/2022,0.0,2.0,A,Wolves,Crystal Palace,2.43,3.08,3.5,2.4,3.09,3.55
648,05/03/2022,1.0,3.0,A,Norwich,Brentford,3.04,3.19,2.64,3.22,3.25,2.48
649,05/03/2022,2.0,1.0,H,Newcastle,Brighton,2.82,3.23,2.8,2.8,3.17,2.86
650,05/03/2022,0.0,4.0,A,Burnley,Chelsea,7.69,4.19,1.52,7.4,4.06,1.55
651,05/04/14,0.0,1.0,A,Norwich,West Brom,2.47,3.31,3.19,2.38,3.37,3.27
652,05/04/14,1.0,2.0,A,Aston Villa,Fulham,2.0,3.59,4.16,2.25,3.34,3.62
653,05/04/14,0.0,3.0,A,Cardiff,Crystal Palace,2.44,3.21,3.35,2.34,3.42,3.33
654,05/04/14,3.0,0.0,H,Chelsea,Stoke,1.27,5.92,15.1,1.29,5.89,12.85
655,05/04/14,1.0,0.0,H,Hull,Swansea,2.75,3.22,2.89,3.03,3.17,2.67
656,05/04/14,4.0,1.0,H,Man City,Southampton,1.35,5.8,9.33,1.36,5.77,8.81
657,05/04/14,0.0,4.0,A,Newcastle,Man United,4.12,3.7,1.97,3.92,3.67,2.02
658,05/04/15,0.0,0.0,D,Burnley,Tottenham,3.5,3.63,2.18,3.24,3.54,2.33
659,05/04/15,1.0,0.0,H,Sunderland,Newcastle,2.59,3.29,3.03,2.87,3.08,2.88
660,05/04/17,2.0,2.0,D,Liverpool,Bournemouth,1.4,5.31,8.45,1.44,4.85,8.4
661,05/04/17,1.0,3.0,A,Swansea,Tottenham,5.33,3.97,1.72,5.45,4.0,1.7
662,05/04/17,4.0,2.0,H,Hull,Middlesbrough,2.08,3.32,4.2,2.08,3.3,4.23
663,05/04/17,2.0,1.0,H,Chelsea,Man City,2.41,3.56,3.08,2.22,3.39,3.63
664,05/04/17,3.0,0.0,H,Arsenal,West Ham,1.42,5.32,7.89,1.43,5.35,7.32
665,05/04/17,3.0,1.0,H,Southampton,Crystal Palace,1.84,3.7,4.86,1.86,3.61,4.84
666,05/04/2019,1.0,3.0,A,Southampton,Liverpool,8.91,5.15,1.39,8.81,5.24,1.39
667,05/04/2021,1.0,1.0,D,Everton,Crystal Palace,1.84,3.54,5.07,1.89,3.47,4.8
668,05/04/2021,2.0,3.0,A,Wolves,West Ham,2.99,3.21,2.66,2.91,3.2,2.74
669,05/05/13,0.0,1.0,A,Man United,Chelsea,2.18,3.63,3.5,2.4,3.54,3.1
670,05/05/13,0.0,0.0,D,Liverpool,Everton,1.92,3.77,4.28,1.97,3.6,4.25
671,05/05/14,3.0,3.0,D,Crystal Palace,Liverpool,8.91,5.06,1.41,8.3,5.44,1.4
672,05/05/17,1.0,0.0,H,West Ham,Tottenham,9.4,5.35,1.37,8.4,5.24,1.41
673,05/05/2018,1.0,1.0,D,Everton,Southampton,2.9,3.35,2.66,2.84,3.34,2.71
674,05/05/2018,0.0,2.0,A,Leicester,West Ham,2.28,3.41,3.48,2.21,3.56,3.48
675,05/05/2018,2.0,1.0,H,Watford,Newcastle,2.41,3.39,3.22,2.18,3.33,3.82
676,05/05/2018,1.0,0.0,H,Bournemouth,Swansea,2.11,3.62,3.69,2.01,3.66,4.0
677,05/05/2018,1.0,2.0,A,Stoke,Crystal Palace,2.74,3.4,2.77,2.58,3.51,2.87
678,05/05/2018,1.0,0.0,H,West Brom,Tottenham,7.56,4.82,1.46,7.95,4.55,1.47
679,05/05/2019,1.0,1.0,D,Huddersfield,Man United,9.23,5.56,1.34,9.96,5.76,1.33
680,05/05/2019,1.0,1.0,D,Arsenal,Brighton,1.43,4.72,8.49,1.27,6.31,12.29
681,05/05/2019,3.0,0.0,H,Chelsea,Watford,1.39,5.14,8.58,1.31,5.98,10.83
682,05/07/2020,1.0,1.0,D,Burnley,Sheffield United,2.96,3.0,2.79,3.21,2.95,2.64
683,05/07/2020,2.0,0.0,H,Liverpool,Aston Villa,1.35,5.51,8.94,1.18,8.0,15.87
684,05/07/2020,1.0,0.0,H,Southampton,Man City,9.17,5.61,1.34,8.93,5.99,1.32
685,05/07/2020,2.0,2.0,D,Newcastle,West Ham,2.72,3.31,2.77,2.75,3.43,2.66
686,05/08/2022,0.0,2.0,A,Crystal Palace,Arsenal,4.5,3.65,1.89,4.58,3.63,1.88
687,05/10/13,0.0,0.0,D,Hull,Aston Villa,2.38,3.35,3.32,2.34,3.17,3.6
688,05/10/13,1.0,2.0,A,Cardiff,Newcastle,2.41,3.37,3.25,2.42,3.45,3.17
689,05/10/13,1.0,0.0,H,Fulham,Stoke,2.42,3.23,3.36,2.67,3.24,2.98
690,05/10/13,1.0,2.0,A,Sunderland,Man United,5.85,4.04,1.66,6.49,4.53,1.55
691,05/10/13,3.0,1.0,H,Liverpool,Crystal Palace,1.23,7.04,15.66,1.19,7.8,20.0
692,05/10/13,3.0,1.0,H,Man City,Everton,1.66,4.2,5.61,1.61,4.16,6.23
693,05/10/14,2.0,0.0,H,Chelsea,Arsenal,1.67,4.1,5.64,1.72,3.99,5.3
694,05/10/14,1.0,0.0,H,Tottenham,Southampton,2.16,3.45,3.73,2.45,3.48,3.08
695,05/10/14,2.0,0.0,H,West Ham,QPR,1.91,3.61,4.56,1.89,3.67,4.55
696,05/10/14,2.0,1.0,H,Man United,Everton,1.66,4.19,5.62,1.59,4.48,5.96
697,05/10/2018,1.0,0.0,H,Brighton,West Ham,2.72,3.3,2.87,2.77,3.24,2.87
698,05/10/2019,3.0,0.0,H,Brighton,Tottenham,3.97,3.67,2.0,5.15,3.89,1.74
699,05/10/2019,1.0,0.0,H,Burnley,Everton,3.01,3.36,2.52,3.22,3.35,2.39
700,05/10/2019,2.0,1.0,H,Liverpool,Leicester,1.47,4.77,7.18,1.59,4.42,5.76
701,05/10/2019,1.0,5.0,A,Norwich,Aston Villa,2.46,3.61,2.91,2.46,3.62,2.9
702,05/10/2019,0.0,0.0,D,Watford,Sheffield United,2.14,3.43,3.73,2.38,3.27,3.32
703,05/10/2019,1.0,2.0,A,West Ham,Crystal Palace,2.02,3.65,3.92,2.02,3.75,3.85
704,05/11/12,2.0,0.0,H,West Brom,Southampton,1.76,4.07,4.82,1.87,3.89,4.36
705,05/11/16,1.0,2.0,A,Bournemouth,Sunderland,1.63,4.27,5.78,1.63,4.4,5.61
706,05/11/16,3.0,2.0,H,Burnley,Crystal Palace,3.42,3.37,2.32,3.6,3.27,2.29
707,05/11/16,5.0,0.0,H,Chelsea,Everton,1.57,4.37,6.47,1.5,4.61,7.4
708,05/11/16,1.0,1.0,D,Man City,Middlesbrough,1.23,7.16,14.22,1.22,7.55,14.75
709,05/11/16,1.0,1.0,D,West Ham,Stoke,2.0,3.59,4.13,2.01,3.53,4.17
710,05/11/2017,1.0,0.0,H,Tottenham,Crystal Palace,1.31,6.11,10.98,1.34,5.5,10.6
711,05/11/2017,3.0,1.0,H,Man City,Arsenal,1.43,5.2,7.69,1.41,5.65,7.5
712,05/11/2017,3.0,2.0,H,Everton,Watford,2.21,3.38,3.67,2.27,3.3,3.61
713,05/11/2017,1.0,0.0,H,Chelsea,Man United,2.54,3.22,3.17,2.62,3.1,3.16
714,05/11/2018,1.0,0.0,H,Huddersfield,Fulham,2.33,3.45,3.34,2.34,3.44,3.32
715,05/11/2021,1.0,0.0,H,Southampton,Aston Villa,2.04,3.71,3.79,2.17,3.59,3.54
716,05/11/2022,0.0,2.0,A,Everton,Leicester,2.48,3.36,3.12,2.56,3.4,2.96
717,05/11/2022,2.0,2.0,D,Nott'm Forest,Brentford,2.83,3.43,2.66,2.7,3.24,2.92
718,05/11/2022,2.0,1.0,H,Man City,Fulham,1.13,10.33,22.62,1.18,8.5,16.0
719,05/11/2022,4.0,3.0,H,Leeds,Bournemouth,1.74,3.99,5.08,1.65,4.22,5.52
720,05/11/2022,2.0,3.0,A,Wolves,Brighton,3.49,3.33,2.3,3.64,3.33,2.24
721,05/12/16,1.0,0.0,H,Middlesbrough,Hull,1.8,3.57,5.4,1.92,3.38,4.93
722,05/12/2015,2.0,0.0,H,Watford,Norwich,2.16,3.48,3.7,2.35,3.43,3.3
723,05/12/2015,1.0,1.0,D,West Brom,Tottenham,4.75,3.69,1.85,4.8,3.86,1.81
724,05/12/2015,1.0,1.0,D,Southampton,Aston Villa,1.52,4.37,7.57,1.5,4.55,7.4
725,05/12/2015,0.0,0.0,D,Man United,West Ham,1.43,4.7,9.06,1.46,4.68,8.18
726,05/12/2015,0.0,3.0,A,Swansea,Leicester,2.68,3.44,2.8,2.55,3.33,3.06
727,05/12/2015,0.0,1.0,A,Chelsea,Bournemouth,1.38,5.23,9.75,1.43,4.79,9.04
728,05/12/2015,3.0,1.0,H,Arsenal,Sunderland,1.28,6.14,13.53,1.29,6.53,11.18
729,05/12/2015,2.0,0.0,H,Stoke,Man City,5.25,4.06,1.71,5.21,3.94,1.74
730,05/12/2018,1.0,1.0,D,Everton,Newcastle,1.6,3.94,6.98,1.49,4.37,8.17
731,05/12/2018,1.0,1.0,D,Fulham,Leicester,3.06,3.51,2.45,2.75,3.36,2.8
732,05/12/2018,2.0,2.0,D,Man United,Arsenal,2.45,3.59,3.01,2.44,3.52,3.07
733,05/12/2018,3.0,1.0,H,Tottenham,Southampton,1.38,5.11,9.52,1.34,5.45,10.73
734,05/12/2018,2.0,1.0,H,Wolves,Chelsea,4.85,3.82,1.81,6.01,3.94,1.66
735,05/12/2018,1.0,3.0,A,Burnley,Liverpool,11.09,5.9,1.29,11.43,5.21,1.33
736,05/12/2019,1.0,2.0,A,Arsenal,Brighton,1.63,4.2,5.68,1.66,4.32,5.17
737,05/12/2019,0.0,2.0,A,Sheffield United,Newcastle,1.87,3.56,4.75,1.79,3.63,5.24
738,05/12/2020,1.0,1.0,D,Burnley,Everton,4.14,3.58,1.99,3.68,3.63,2.1
739,05/12/2020,2.0,0.0,H,Man City,Fulham,1.13,10.23,23.63,1.13,9.9,22.91
740,05/12/2020,1.0,3.0,A,West Ham,Man United,3.75,3.69,2.06,3.52,3.53,2.2
741,05/12/2020,3.0,1.0,H,Chelsea,Leeds,1.56,4.54,6.19,1.48,5.15,6.34
742,05/12/2021,2.0,2.0,D,Leeds,Brentford,1.98,3.63,4.13,1.83,3.63,4.94
743,05/12/2021,1.0,0.0,H,Man United,Crystal Palace,1.59,4.13,6.46,1.54,4.49,6.56
744,05/12/2021,3.0,0.0,H,Tottenham,Norwich,1.43,4.9,8.28,1.48,4.51,7.94
745,05/12/2021,2.0,1.0,H,Aston Villa,Leicester,2.38,3.49,3.17,2.4,3.42,3.17
746,06/02/2016,1.0,1.0,D,Swansea,Crystal Palace,2.26,3.28,3.67,2.39,3.22,3.44
747,06/02/2016,0.0,3.0,A,Stoke,Everton,2.66,3.36,2.88,2.94,3.38,2.6
748,06/02/2016,1.0,0.0,H,Southampton,West Ham,1.77,3.74,5.33,1.71,3.98,5.42
749,06/02/2016,1.0,0.0,H,Newcastle,West Brom,2.22,3.33,3.71,2.29,3.31,3.55
750,06/02/2016,1.0,3.0,A,Man City,Leicester,1.61,4.26,6.14,1.6,4.29,6.21
751,06/02/2016,1.0,0.0,H,Tottenham,Watford,1.51,4.39,7.73,1.52,4.4,7.38
752,06/02/2016,2.0,0.0,H,Aston Villa,Norwich,2.44,3.27,3.28,2.56,3.21,3.15
753,06/02/2016,2.0,2.0,D,Liverpool,Sunderland,1.45,4.71,8.42,1.43,4.86,8.6
754,06/02/2019,0.0,2.0,A,Everton,Man City,9.59,5.84,1.33,9.95,6.15,1.3
755,06/02/2021,3.0,2.0,H,Newcastle,Southampton,3.06,3.32,2.54,3.39,3.64,2.21
756,06/02/2021,1.0,0.0,H,Aston Villa,Arsenal,2.84,3.51,2.6,3.05,3.5,2.45
757,06/02/2021,1.0,1.0,D,Burnley,Brighton,3.74,3.21,2.26,3.66,3.24,2.27
758,06/02/2021,0.0,0.0,D,Fulham,West Ham,3.66,3.56,2.13,4.07,3.67,1.98
759,06/02/2021,3.0,3.0,D,Man United,Everton,1.57,4.35,6.22,1.64,4.25,5.61
760,06/03/17,1.0,2.0,A,West Ham,Chelsea,5.75,4.3,1.63,6.15,4.25,1.61
761,06/03/2016,1.0,2.0,A,Crystal Palace,Liverpool,3.71,3.5,2.15,3.78,3.51,2.13
762,06/03/2016,1.0,0.0,H,West Brom,Man United,4.24,3.42,2.03,4.45,3.61,1.93
763,06/03/2021,1.0,2.0,A,Brighton,Leicester,2.54,3.37,3.02,2.52,3.25,3.14
764,06/03/2021,0.0,0.0,D,Aston Villa,Wolves,2.48,3.18,3.28,2.7,3.13,3.02
765,06/03/2021,0.0,2.0,A,Sheffield United,Southampton,3.77,3.43,2.14,3.74,3.34,2.19
766,06/03/2021,1.0,1.0,D,Burnley,Arsenal,5.73,4.02,1.66,5.18,3.7,1.78
767,06/03/2022,2.0,3.0,A,Watford,Arsenal,6.29,4.03,1.62,6.84,4.31,1.55
768,06/03/2022,4.0,1.0,H,Man City,Man United,1.43,4.9,8.34,1.43,5.06,7.66
769,06/04/13,0.0,2.0,A,Reading,Southampton,3.44,3.61,2.21,3.77,3.53,2.12
770,06/04/13,1.0,2.0,A,West Brom,Arsenal,4.19,3.69,1.96,5.08,4.01,1.74
771,06/04/13,1.0,3.0,A,Stoke,Aston Villa,2.09,3.35,4.12,2.14,3.32,3.97
772,06/04/13,2.0,2.0,D,Norwich,Swansea,2.67,3.33,2.9,2.52,3.37,3.06
773,06/04/14,3.0,0.0,H,Everton,Arsenal,2.45,3.53,3.05,2.51,3.45,3.01
774,06/04/14,1.0,2.0,A,West Ham,Liverpool,9.37,5.3,1.38,8.13,5.84,1.38
775,06/04/15,2.0,1.0,H,Crystal Palace,Man City,5.6,4.03,1.68,5.6,4.1,1.67
776,06/04/2019,0.0,1.0,A,Newcastle,Crystal Palace,2.61,3.2,3.1,2.81,3.15,2.87
777,06/04/2019,1.0,4.0,A,Huddersfield,Leicester,5.22,3.86,1.75,5.42,4.08,1.67
778,06/04/2019,1.0,3.0,A,Bournemouth,Burnley,2.09,3.64,3.75,2.1,3.51,3.83
779,06/04/2022,3.0,2.0,H,Burnley,Everton,2.54,3.23,3.13,2.59,3.09,3.2
780,06/05/13,1.0,1.0,D,Sunderland,Stoke,2.12,3.33,4.02,2.39,3.07,3.62
781,06/05/14,3.0,1.0,H,Man United,Hull,1.38,5.42,8.82,1.46,4.76,7.52
782,06/05/17,1.0,0.0,H,Swansea,Everton,2.81,3.48,2.65,2.52,3.47,2.98
783,06/05/17,5.0,0.0,H,Man City,Crystal Palace,1.3,6.6,10.25,1.26,7.0,11.5
784,06/05/17,3.0,0.0,H,Leicester,Watford,1.61,4.16,6.38,1.67,3.92,6.05
785,06/05/17,0.0,2.0,A,Hull,Sunderland,1.49,4.7,7.29,1.56,4.57,6.28
786,06/05/17,2.0,2.0,D,Burnley,West Brom,2.31,3.2,3.64,2.59,3.03,3.29
787,06/05/17,2.0,2.0,D,Bournemouth,Stoke,2.24,3.5,3.47,2.36,3.47,3.24
788,06/05/2018,5.0,0.0,H,Arsenal,Burnley,1.57,4.35,6.47,1.47,4.79,7.45
789,06/05/2018,1.0,0.0,H,Chelsea,Liverpool,2.29,3.66,3.22,2.24,3.61,3.37
790,06/05/2018,0.0,0.0,D,Man City,Huddersfield,1.09,13.5,26.0,1.08,14.4,26.0
791,06/05/2019,1.0,0.0,H,Man City,Leicester,1.17,8.35,17.14,1.17,9.36,15.0
792,06/07/2020,1.0,0.0,H,Tottenham,Everton,2.19,3.54,3.53,2.01,3.64,3.92
793,06/08/2022,0.0,1.0,A,Everton,Chelsea,6.04,4.06,1.63,6.89,4.16,1.56
794,06/08/2022,4.0,1.0,H,Tottenham,Southampton,1.37,5.39,9.11,1.39,5.34,8.55
795,06/08/2022,2.0,0.0,H,Newcastle,Nott'm Forest,1.71,3.74,5.83,1.57,4.22,6.6
796,06/08/2022,2.0,1.0,H,Leeds,Wolves,2.39,3.33,3.3,2.45,3.44,3.09
797,06/08/2022,2.0,0.0,H,Bournemouth,Aston Villa,3.93,3.58,2.04,4.09,3.59,2.0
798,06/08/2022,2.0,2.0,D,Fulham,Liverpool,11.2,6.22,1.28,10.5,6.5,1.29
799,06/10/12,2.0,2.0,D,Swansea,Reading,1.98,3.67,4.12,1.84,3.79,4.68
800,06/10/12,3.0,2.0,H,West Brom,QPR,1.85,3.81,4.55,1.93,3.78,4.19
801,06/10/12,1.0,3.0,A,West Ham,Arsenal,3.98,3.68,2.01,4.38,3.77,1.89
802,06/10/12,2.0,2.0,D,Wigan,Everton,4.21,3.63,1.97,3.79,3.5,2.13
803,06/10/12,3.0,0.0,H,Man City,Sunderland,1.29,5.99,12.98,1.31,5.75,12.26
804,06/10/12,4.0,1.0,H,Chelsea,Norwich,1.23,7.11,15.01,1.22,7.35,16.36
805,06/10/13,1.0,3.0,A,Norwich,Chelsea,6.46,4.18,1.6,6.21,4.36,1.59
806,06/10/13,2.0,0.0,H,Southampton,Swansea,2.05,3.45,4.11,2.26,3.33,3.63
807,06/10/13,0.0,3.0,A,Tottenham,West Ham,1.44,4.77,8.5,1.44,4.29,8.23
808,06/10/13,1.0,1.0,D,West Brom,Arsenal,4.8,3.87,1.81,5.16,4.09,1.71
809,06/10/2018,1.0,1.0,D,Burnley,Huddersfield,2.16,3.04,4.33,2.39,2.99,3.75
810,06/10/2018,0.0,1.0,A,Crystal Palace,Wolves,2.99,3.21,2.65,2.85,3.26,2.77
811,06/10/2018,1.0,2.0,A,Leicester,Everton,2.17,3.52,3.6,2.32,3.28,3.49
812,06/10/2018,3.0,2.0,H,Man United,Newcastle,1.46,4.54,8.56,1.4,4.75,10.06
813,06/10/2018,1.0,0.0,H,Tottenham,Cardiff,1.22,6.74,15.07,1.25,6.6,12.33
814,06/10/2018,0.0,4.0,A,Watford,Bournemouth,2.15,3.59,3.58,2.17,3.47,3.69
815,06/10/2019,0.0,2.0,A,Man City,Wolves,1.13,9.61,23.95,1.14,8.98,21.94
816,06/10/2019,1.0,0.0,H,Arsenal,Bournemouth,1.44,5.08,7.13,1.37,5.83,7.87
817,06/10/2019,1.0,4.0,A,Southampton,Chelsea,4.09,3.97,1.88,4.75,4.29,1.71
818,06/10/2019,1.0,0.0,H,Newcastle,Man United,4.51,3.51,1.93,3.92,3.37,2.12
819,06/11/16,1.0,1.0,D,Arsenal,Tottenham,1.95,3.59,4.35,1.97,3.63,4.2
820,06/11/16,6.0,1.0,H,Liverpool,Watford,1.29,6.19,11.8,1.29,6.3,11.95
821,06/11/16,1.0,2.0,A,Leicester,West Brom,1.78,3.63,5.49,1.74,3.72,5.65
822,06/11/16,1.0,3.0,A,Swansea,Man United,4.94,4.01,1.76,5.53,4.04,1.69
823,06/11/16,2.0,1.0,H,Hull,Southampton,5.73,3.88,1.7,5.75,3.9,1.69
824,06/11/2020,0.0,0.0,D,Brighton,Burnley,1.93,3.51,4.63,1.99,3.42,4.45
825,06/11/2020,2.0,0.0,H,Southampton,Newcastle,2.08,3.62,3.8,2.2,3.47,3.59
826,06/11/2021,0.0,2.0,A,Man United,Man City,4.84,4.16,1.74,4.79,4.21,1.73
827,06/11/2021,1.0,2.0,A,Brentford,Norwich,1.63,4.05,6.06,1.68,4.07,5.46
828,06/11/2021,1.0,1.0,D,Chelsea,Burnley,1.27,6.08,13.48,1.29,5.77,13.05
829,06/11/2021,2.0,0.0,H,Crystal Palace,Wolves,2.56,3.17,3.17,2.37,3.16,3.52
830,06/11/2021,1.0,1.0,D,Brighton,Newcastle,1.63,4.11,6.04,1.61,4.2,6.11
831,06/11/2022,3.0,1.0,H,Aston Villa,Man United,3.38,3.63,2.22,3.18,3.57,2.34
832,06/11/2022,0.0,1.0,A,Chelsea,Arsenal,2.72,3.5,2.71,2.71,3.48,2.69
833,06/11/2022,1.0,2.0,A,Tottenham,Liverpool,3.33,3.76,2.19,3.59,3.89,2.05
834,06/11/2022,1.0,2.0,A,West Ham,Crystal Palace,1.95,3.56,4.34,1.89,3.59,4.6
835,06/11/2022,1.0,4.0,A,Southampton,Newcastle,4.22,3.71,1.93,4.49,3.8,1.85
836,06/12/14,3.0,2.0,H,Stoke,Arsenal,4.2,3.48,2.02,3.7,3.46,2.16
837,06/12/14,0.0,0.0,D,Hull,West Brom,2.4,3.29,3.33,2.45,3.25,3.28
838,06/12/14,0.0,0.0,D,Liverpool,Sunderland,1.52,4.46,7.25,1.49,4.68,7.45
839,06/12/14,1.0,0.0,H,Man City,Everton,1.52,4.75,6.68,1.45,5.02,7.6
840,06/12/14,2.0,1.0,H,Newcastle,Chelsea,6.88,4.37,1.55,6.4,4.19,1.6
841,06/12/14,2.0,0.0,H,QPR,Burnley,2.08,3.38,4.1,2.0,3.5,4.22
842,06/12/14,0.0,0.0,D,Tottenham,Crystal Palace,1.62,4.19,6.13,1.65,4.04,5.95
843,06/12/2015,2.0,0.0,H,Newcastle,Liverpool,5.75,4.35,1.62,6.4,4.48,1.56
844,06/12/2020,2.0,0.0,H,Tottenham,Arsenal,2.07,3.56,3.87,2.3,3.54,3.29
845,06/12/2020,1.0,2.0,A,Sheffield United,Leicester,4.02,3.54,2.04,4.14,3.67,1.96
846,06/12/2020,4.0,0.0,H,Liverpool,Wolves,1.54,4.25,7.17,1.61,4.44,5.64
847,06/12/2020,1.0,5.0,A,West Brom,Crystal Palace,2.98,3.3,2.61,3.14,3.4,2.44
848,06/12/2021,2.0,1.0,H,Everton,Arsenal,3.45,3.65,2.18,3.33,3.42,2.31
849,07/02/15,1.0,2.0,A,Aston Villa,Chelsea,10.8,4.92,1.38,8.3,4.7,1.45
850,07/02/15,0.0,0.0,D,Everton,Liverpool,3.36,3.47,2.3,3.51,3.3,2.31
851,07/02/15,0.0,1.0,A,Leicester,Crystal Palace,2.42,3.29,3.3,2.37,3.31,3.36
852,07/02/15,1.0,1.0,D,Man City,Hull,1.19,8.0,18.0,1.22,7.2,17.0
853,07/02/15,0.0,1.0,A,QPR,Southampton,4.62,3.63,1.89,4.43,3.7,1.91
854,07/02/15,2.0,1.0,H,Tottenham,Arsenal,3.2,3.64,2.31,3.44,3.46,2.27
855,07/02/15,1.0,1.0,D,Swansea,Sunderland,1.91,3.48,4.78,1.97,3.52,4.36
856,07/02/2016,1.0,1.0,D,Chelsea,Man United,2.1,3.37,4.04,2.14,3.35,3.94
857,07/02/2016,0.0,2.0,A,Bournemouth,Arsenal,3.84,3.58,2.08,4.53,3.66,1.9
858,07/02/2021,1.0,4.0,A,Liverpool,Man City,3.44,3.7,2.17,3.15,3.69,2.3
859,07/02/2021,2.0,0.0,H,Tottenham,West Brom,1.47,4.58,7.81,1.4,5.04,8.69
860,07/02/2021,0.0,0.0,D,Wolves,Leicester,3.63,3.49,2.17,3.51,3.32,2.3
861,07/02/2021,1.0,2.0,A,Sheffield United,Chelsea,7.64,4.46,1.49,6.96,4.36,1.53
862,07/03/15,1.0,2.0,A,QPR,Tottenham,4.67,3.98,1.8,4.51,3.99,1.82
863,07/03/2020,1.0,0.0,H,Crystal Palace,Watford,2.62,3.21,2.96,2.8,3.05,2.89
864,07/03/2020,0.0,0.0,D,Wolves,Brighton,1.66,4.08,5.47,1.75,3.67,5.31
865,07/03/2020,1.0,1.0,D,Burnley,Tottenham,2.74,3.38,2.71,2.73,3.35,2.74
866,07/03/2020,0.0,1.0,A,Southampton,Newcastle,1.7,3.88,5.39,1.75,3.95,4.89
867,07/03/2020,1.0,0.0,H,Arsenal,West Ham,1.57,4.41,5.95,1.68,4.15,5.1
868,07/03/2020,1.0,0.0,H,Sheffield United,Norwich,1.66,3.87,5.87,1.66,4.07,5.48
869,07/03/2020,2.0,1.0,H,Liverpool,Bournemouth,1.25,6.44,12.49,1.22,7.06,13.2
870,07/03/2021,0.0,1.0,A,Liverpool,Fulham,1.42,4.92,8.54,1.67,4.03,5.68
871,07/03/2021,4.0,1.0,H,Tottenham,Crystal Palace,1.5,4.53,7.36,1.56,4.17,6.87
872,07/03/2021,0.0,2.0,A,Man City,Man United,1.52,4.45,6.97,1.51,4.48,7.2
873,07/03/2021,0.0,0.0,D,West Brom,Newcastle,2.47,3.29,3.19,2.32,3.29,3.48
874,07/03/2022,5.0,0.0,H,Tottenham,Everton,1.61,4.27,5.97,1.77,3.83,5.05
875,07/04/13,1.0,0.0,H,Newcastle,Fulham,2.11,3.51,3.83,1.87,3.75,4.51
876,07/04/13,2.0,1.0,H,Chelsea,Sunderland,1.34,5.42,11.3,1.28,6.12,12.98
877,07/04/13,0.0,0.0,D,Liverpool,West Ham,1.35,5.5,10.02,1.31,5.83,11.5
878,07/04/13,2.0,2.0,D,Tottenham,Everton,2.2,3.46,3.61,2.18,3.27,3.87
879,07/04/13,1.0,1.0,D,QPR,Wigan,2.39,3.41,3.24,2.45,3.43,3.12
880,07/04/14,5.0,1.0,H,Tottenham,Sunderland,1.6,4.24,6.25,1.58,4.34,6.29
881,07/04/15,3.0,3.0,D,Aston Villa,QPR,2.1,3.43,3.95,2.08,3.39,4.08
882,07/04/2018,2.0,2.0,D,Bournemouth,Crystal Palace,2.48,3.47,3.04,2.67,3.54,2.76
883,07/04/2018,1.0,1.0,D,Brighton,Huddersfield,1.88,3.48,4.95,1.76,3.7,5.46
884,07/04/2018,0.0,0.0,D,Everton,Liverpool,4.25,3.71,1.94,3.78,3.39,2.17
885,07/04/2018,1.0,2.0,A,Leicester,Newcastle,1.97,3.54,4.32,1.86,3.58,4.89
886,07/04/2018,2.0,3.0,A,Man City,Man United,1.88,3.85,4.37,1.86,3.72,4.66
887,07/04/2018,1.0,2.0,A,Stoke,Tottenham,11.07,5.54,1.34,11.3,6.15,1.3
888,07/04/2018,1.0,2.0,A,Watford,Burnley,2.32,3.05,3.49,2.33,3.23,3.55
889,07/04/2018,1.0,1.0,D,West Brom,Swansea,2.35,3.25,3.49,2.53,3.15,3.25
890,07/04/2019,1.0,0.0,H,Everton,Arsenal,3.01,3.67,2.41,2.82,3.6,2.59
891,07/05/13,1.0,0.0,H,Man City,West Brom,1.39,5.26,8.84,1.4,5.05,9.43
892,07/05/13,2.0,3.0,A,Wigan,Swansea,1.83,3.83,4.68,1.8,3.88,4.8
893,07/05/14,4.0,0.0,H,Man City,Aston Villa,1.13,11.03,22.39,1.17,9.5,17.25
894,07/05/14,2.0,0.0,H,Sunderland,West Brom,2.14,3.17,4.22,2.08,3.16,4.48
895,07/05/17,2.0,0.0,H,Arsenal,Man United,1.94,3.72,4.22,2.12,3.58,3.72
896,07/05/17,0.0,0.0,D,Liverpool,Southampton,1.61,4.21,6.12,1.61,4.15,6.3
897,07/05/2016,1.0,1.0,D,Bournemouth,West Brom,1.96,3.54,4.38,1.93,3.65,4.38
898,07/05/2016,1.0,4.0,A,West Ham,Swansea,1.43,4.96,8.34,1.35,5.73,9.76
899,07/05/2016,3.0,2.0,H,Sunderland,Chelsea,3.02,3.55,2.45,3.29,3.63,2.27
900,07/05/2016,3.0,1.0,H,Leicester,Everton,1.91,3.98,4.07,1.83,4.21,4.21
901,07/05/2016,2.0,1.0,H,Crystal Palace,Stoke,2.07,3.53,3.93,2.02,3.54,4.12
902,07/05/2016,0.0,0.0,D,Aston Villa,Newcastle,5.39,4.17,1.68,5.05,4.13,1.72
903,07/05/2016,0.0,1.0,A,Norwich,Man United,4.59,3.68,1.88,3.82,3.53,2.11
904,07/05/2021,2.0,4.0,A,Leicester,Newcastle,1.44,4.92,7.87,1.41,4.99,8.68
905,07/05/2022,3.0,0.0,H,Brentford,Southampton,2.25,3.42,3.5,2.11,3.64,3.65
906,07/05/2022,1.0,1.0,D,Liverpool,Tottenham,1.46,5.11,6.95,1.43,5.3,7.3
