,Date,FTHG,FTAG,FTR,Home,Away,PH,PD,PA,PCH,PCD,PCA
1802,15/03/15,3.0,0.0,H,Man United,Tottenham,1.89,3.74,4.45,1.85,3.85,4.55
1803,15/03/15,3.0,0.0,H,Everton,Newcastle,1.82,3.67,5.05,1.82,3.69,5.02
1804,15/03/15,1.0,1.0,D,Chelsea,Southampton,1.62,4.0,6.55,1.62,3.86,7.0
1805,15/03/2021,0.0,1.0,A,Wolves,Liverpool,4.93,3.86,1.78,5.93,3.95,1.66
1806,15/04/14,3.0,1.0,H,Arsenal,West Ham,1.42,4.98,8.76,1.34,5.78,9.91
1807,15/04/17,1.0,0.0,H,Watford,Swansea,2.57,3.3,3.05,2.69,3.28,2.91
1808,15/04/17,4.0,0.0,H,Tottenham,Bournemouth,1.27,6.67,12.45,1.25,7.0,12.8
1809,15/04/17,3.0,1.0,H,Stoke,Hull,1.98,3.54,4.3,2.03,3.56,4.06
1810,15/04/17,0.0,3.0,A,Southampton,Man City,4.66,4.1,1.78,4.65,4.06,1.79
1811,15/04/17,2.0,2.0,D,Crystal Palace,Leicester,1.78,3.85,5.1,2.04,3.52,4.07
1812,15/04/17,3.0,1.0,H,Everton,Burnley,1.43,4.82,8.67,1.52,4.25,7.9
1813,15/04/17,2.0,2.0,D,Sunderland,West Ham,3.24,3.54,2.33,2.72,3.51,2.72
1814,15/04/2018,2.0,1.0,H,Newcastle,Arsenal,3.27,3.65,2.27,2.9,3.55,2.54
1815,15/04/2018,0.0,1.0,A,Man United,West Brom,1.22,7.05,17.85,1.2,7.4,18.0
1816,15/04/2019,0.0,1.0,A,Watford,Arsenal,3.18,3.78,2.25,3.63,3.74,2.09
1817,15/05/17,4.0,3.0,H,Chelsea,Watford,1.25,6.85,13.5,1.29,6.56,10.5
1818,15/05/2016,1.0,1.0,D,Chelsea,Leicester,2.33,3.76,3.07,2.01,3.99,3.68
1819,15/05/2016,4.0,0.0,H,Arsenal,Aston Villa,1.17,9.35,18.0,1.12,12.03,23.6
1820,15/05/2016,5.0,1.0,H,Newcastle,Tottenham,4.54,4.16,1.79,5.3,4.18,1.69
1821,15/05/2016,3.0,0.0,H,Everton,Norwich,1.75,4.33,4.58,1.74,4.38,4.6
1822,15/05/2016,1.0,1.0,D,Swansea,Man City,6.46,4.79,1.52,7.05,5.0,1.47
1823,15/05/2016,4.0,1.0,H,Southampton,Crystal Palace,1.34,5.69,9.9,1.29,6.8,10.0
1824,15/05/2016,2.0,1.0,H,Stoke,West Ham,3.48,3.82,2.12,3.05,4.0,2.26
1825,15/05/2016,2.0,2.0,D,Watford,Sunderland,2.03,3.8,3.78,1.64,4.52,5.27
1826,15/05/2016,1.0,1.0,D,West Brom,Liverpool,2.42,3.7,2.97,2.61,3.75,2.7
1827,15/05/2021,3.0,1.0,H,Southampton,Fulham,2.02,3.61,3.78,1.87,3.84,4.38
1828,15/05/2021,0.0,4.0,A,Burnley,Leeds,3.2,3.72,2.23,3.58,3.87,2.06
1829,15/05/2021,1.0,1.0,D,Brighton,West Ham,3.01,3.57,2.4,3.51,3.61,2.17
1830,15/05/2022,1.0,1.0,D,Aston Villa,Crystal Palace,2.09,3.56,3.72,1.87,3.63,4.57
1831,15/05/2022,1.0,5.0,A,Watford,Leicester,3.7,3.8,2.02,5.54,4.01,1.67
1832,15/05/2022,1.0,1.0,D,Leeds,Brighton,2.75,3.56,2.62,2.73,3.45,2.73
1833,15/05/2022,2.0,3.0,A,Everton,Brentford,2.13,3.62,3.55,1.93,3.64,4.32
1834,15/05/2022,2.0,2.0,D,West Ham,Man City,8.28,5.28,1.39,8.32,5.43,1.39
1835,15/05/2022,1.0,1.0,D,Wolves,Norwich,1.49,4.56,7.12,1.57,4.44,5.9
1836,15/05/2022,1.0,0.0,H,Tottenham,Burnley,1.34,5.53,9.3,1.32,5.75,10.72
1837,15/07/2020,1.0,1.0,D,Burnley,Wolves,4.74,3.37,1.93,4.6,3.42,1.93
1838,15/07/2020,1.0,3.0,A,Newcastle,Tottenham,4.6,3.84,1.81,5.39,4.28,1.64
1839,15/07/2020,2.0,1.0,H,Man City,Bournemouth,1.16,8.83,15.59,1.17,8.49,14.53
1840,15/07/2020,2.0,1.0,H,Arsenal,Liverpool,3.97,3.98,1.9,4.74,4.33,1.7
1841,15/08/16,2.0,1.0,H,Chelsea,West Ham,1.68,4.16,5.48,1.52,4.38,7.45
1842,15/08/2015,1.0,2.0,A,West Ham,Leicester,2.25,3.52,3.42,2.38,3.54,3.15
1843,15/08/2015,1.0,3.0,A,Sunderland,Norwich,2.52,3.35,3.08,2.86,3.39,2.66
1844,15/08/2015,2.0,2.0,D,Tottenham,Stoke,1.79,3.75,5.09,1.74,3.76,5.55
1845,15/08/2015,2.0,0.0,H,Swansea,Newcastle,1.94,3.66,4.3,1.85,3.86,4.49
1846,15/08/2015,0.0,3.0,A,Southampton,Everton,1.98,3.6,4.21,2.03,3.54,4.08
1847,15/08/2015,0.0,0.0,D,Watford,West Brom,2.25,3.41,3.54,2.09,3.62,3.76
1848,15/08/2021,2.0,4.0,A,Newcastle,West Ham,3.21,3.59,2.32,3.46,3.55,2.21
1849,15/08/2021,1.0,0.0,H,Tottenham,Man City,5.56,4.09,1.67,5.97,4.25,1.61
1850,15/08/2022,1.0,1.0,D,Liverpool,Crystal Palace,1.2,7.09,18.57,1.29,6.25,12.0
1851,15/09/12,2.0,0.0,H,Aston Villa,Swansea,2.44,3.32,3.23,2.35,3.36,3.36
1852,15/09/12,1.0,1.0,D,Sunderland,Liverpool,3.52,3.52,2.21,3.66,3.59,2.12
1853,15/09/12,1.0,1.0,D,Stoke,Man City,5.3,3.78,1.76,5.47,3.8,1.74
1854,15/09/12,3.0,0.0,H,Fulham,West Brom,2.13,3.4,3.9,2.25,3.44,3.5
1855,15/09/12,0.0,0.0,D,QPR,Chelsea,4.5,3.69,1.89,4.43,3.69,1.91
1856,15/09/12,6.0,1.0,H,Arsenal,Southampton,1.39,5.26,9.09,1.35,5.44,10.62
1857,15/09/12,0.0,0.0,D,Norwich,West Ham,2.4,3.49,3.17,2.54,3.4,2.99
1858,15/09/12,4.0,0.0,H,Man United,Wigan,1.28,6.22,12.9,1.33,5.68,11.12
1859,15/09/13,0.0,0.0,D,Southampton,West Ham,1.8,3.74,5.08,1.68,3.81,5.9
1860,15/09/14,2.0,2.0,D,Hull,West Ham,2.15,3.33,3.91,2.18,3.36,3.72
1861,15/09/2017,2.0,1.0,H,Bournemouth,Brighton,2.17,3.44,3.74,2.17,3.41,3.76
1862,15/09/2018,4.0,1.0,H,Chelsea,Cardiff,1.19,7.4,18.5,1.14,8.85,23.0
1863,15/09/2018,0.0,1.0,A,Huddersfield,Crystal Palace,3.25,3.23,2.48,3.47,3.22,2.37
1864,15/09/2018,4.0,2.0,H,Bournemouth,Leicester,2.43,3.46,3.13,2.46,3.35,3.17
1865,15/09/2018,1.0,2.0,A,Watford,Man United,4.18,3.65,1.97,4.8,3.68,1.85
1866,15/09/2018,1.0,2.0,A,Tottenham,Liverpool,3.03,3.71,2.37,3.14,3.57,2.37
1867,15/09/2018,1.0,2.0,A,Newcastle,Arsenal,4.2,3.83,1.92,4.46,3.86,1.86
1868,15/09/2018,3.0,0.0,H,Man City,Fulham,1.13,10.17,20.82,1.1,12.75,25.0
1869,15/09/2019,2.0,2.0,D,Watford,Arsenal,3.66,3.74,2.06,4.22,3.92,1.88
1870,15/09/2019,3.0,1.0,H,Bournemouth,Everton,3.05,3.53,2.41,3.37,3.57,2.23
1871,15/10/16,3.0,2.0,H,Arsenal,Swansea,1.28,6.15,12.8,1.24,7.0,14.5
1872,15/10/16,6.0,1.0,H,Bournemouth,Hull,1.83,3.61,5.05,1.79,3.81,4.99
1873,15/10/16,3.0,0.0,H,Chelsea,Leicester,1.58,4.33,6.3,1.56,4.35,6.76
1874,15/10/16,2.0,0.0,H,Stoke,Sunderland,1.98,3.51,4.34,1.94,3.61,4.36
1875,15/10/16,1.0,1.0,D,West Brom,Tottenham,5.45,3.91,1.72,5.55,3.95,1.7
1876,15/10/16,1.0,1.0,D,Man City,Everton,1.52,4.68,6.82,1.52,4.73,6.68
1877,15/10/16,0.0,1.0,A,Crystal Palace,West Ham,2.14,3.52,3.71,2.23,3.45,3.56
1878,15/10/2017,2.0,2.0,D,Southampton,Newcastle,1.87,3.58,4.85,1.86,3.57,4.92
1879,15/10/2017,1.0,1.0,D,Brighton,Everton,3.22,3.18,2.53,3.24,3.15,2.57
1880,15/10/2022,1.0,0.0,H,Wolves,Nott'm Forest,1.74,3.78,5.41,1.76,3.91,5.02
1881,15/10/2022,2.0,0.0,H,Tottenham,Everton,1.48,4.67,7.26,1.5,4.7,6.9
1882,15/10/2022,0.0,0.0,D,Leicester,Crystal Palace,2.38,3.55,3.12,2.49,3.54,2.96
1883,15/10/2022,2.0,2.0,D,Fulham,Bournemouth,1.92,3.77,4.23,1.98,3.69,4.03
1884,15/12/12,1.0,1.0,D,Stoke,Everton,3.18,3.29,2.49,3.47,3.13,2.41
1885,15/12/12,2.0,1.0,H,QPR,Fulham,2.43,3.55,3.06,2.66,3.45,2.82
1886,15/12/12,2.0,1.0,H,Norwich,Wigan,2.22,3.55,3.48,2.29,3.57,3.26
1887,15/12/12,1.0,3.0,A,Newcastle,Man City,5.36,4.02,1.71,5.92,4.17,1.63
1888,15/12/12,3.0,1.0,H,Man United,Sunderland,1.22,7.5,15.3,1.21,7.72,15.9
1889,15/12/12,1.0,3.0,A,Liverpool,Aston Villa,1.38,5.13,9.75,1.36,5.36,10.26
1890,15/12/13,0.0,5.0,A,Tottenham,Liverpool,2.47,3.5,3.04,2.34,3.45,3.29
1891,15/12/13,1.0,1.0,D,Norwich,Swansea,2.82,3.35,2.73,3.06,3.46,2.48
1892,15/12/13,0.0,3.0,A,Aston Villa,Man United,5.38,3.77,1.76,5.66,3.99,1.68
1893,15/12/14,3.0,1.0,H,Everton,QPR,1.47,4.65,7.9,1.43,5.17,7.75
1894,15/12/2018,1.0,0.0,H,Tottenham,Burnley,1.18,7.74,18.36,1.2,6.92,18.03
1895,15/12/2018,1.0,0.0,H,Crystal Palace,Leicester,2.72,3.15,2.99,2.73,3.2,2.94
1896,15/12/2018,3.0,2.0,H,Watford,Cardiff,1.63,3.99,6.37,1.68,3.9,5.86
1897,15/12/2018,2.0,0.0,H,Wolves,Bournemouth,2.02,3.48,4.2,2.02,3.45,4.24
1898,15/12/2018,0.0,2.0,A,Fulham,West Ham,3.03,3.59,2.44,3.12,3.56,2.4
1899,15/12/2018,3.0,1.0,H,Man City,Everton,1.22,7.01,13.26,1.23,6.83,13.15
1900,15/12/2018,0.0,1.0,A,Huddersfield,Newcastle,2.73,3.05,3.08,2.64,3.07,3.19
1901,15/12/2019,0.0,3.0,A,Arsenal,Man City,5.8,5.5,1.48,7.29,5.83,1.38
1902,15/12/2019,1.0,2.0,A,Wolves,Tottenham,3.2,3.5,2.33,2.88,3.65,2.47
1903,15/12/2019,1.0,1.0,D,Man United,Everton,1.8,3.73,4.87,1.69,4.01,5.32
1904,15/12/2020,1.0,1.0,D,Man City,West Brom,1.11,9.75,23.03,1.09,12.6,29.4
1905,15/12/2020,2.0,1.0,H,Wolves,Chelsea,5.59,3.9,1.7,5.79,3.86,1.68
1906,15/12/2021,2.0,2.0,D,Crystal Palace,Southampton,2.17,3.41,3.71,2.03,3.49,4.08
1907,15/12/2021,2.0,0.0,H,Arsenal,West Ham,2.27,3.58,3.32,2.3,3.62,3.19
1908,15/12/2021,0.0,1.0,A,Brighton,Wolves,2.37,3.05,3.66,2.0,3.25,4.6
1909,16/01/13,2.0,2.0,D,Chelsea,Southampton,1.25,6.76,14.45,1.22,7.4,15.54
1910,16/01/2016,2.0,1.0,H,Newcastle,West Ham,2.55,3.5,2.92,2.39,3.38,3.27
1911,16/01/2016,4.0,0.0,H,Man City,Crystal Palace,1.39,5.34,8.88,1.4,5.1,9.19
1912,16/01/2016,3.0,0.0,H,Bournemouth,Norwich,1.89,3.68,4.54,1.9,3.6,4.62
1913,16/01/2016,3.0,0.0,H,Southampton,West Brom,1.71,3.73,5.95,1.71,3.67,6.18
1914,16/01/2016,4.0,1.0,H,Tottenham,Sunderland,1.35,5.48,10.2,1.36,5.49,9.45
1915,16/01/2016,3.0,3.0,D,Chelsea,Everton,1.81,3.97,4.65,1.71,3.97,5.47
1916,16/01/2016,1.0,1.0,D,Aston Villa,Leicester,3.75,3.44,2.16,3.59,3.48,2.2
1917,16/01/2021,1.0,0.0,H,West Ham,Burnley,1.85,3.57,4.88,1.79,3.73,5.11
1918,16/01/2021,2.0,0.0,H,Leicester,Southampton,1.8,3.69,4.52,1.73,3.86,5.32
1919,16/01/2021,0.0,1.0,A,Fulham,Chelsea,6.81,4.17,1.56,6.29,4.09,1.61
1920,16/01/2021,0.0,1.0,A,Leeds,Brighton,2.18,3.67,3.43,2.3,3.58,3.24
1921,16/01/2021,2.0,3.0,A,Wolves,West Brom,1.63,3.7,7.07,1.64,3.85,6.52
1922,16/01/2022,2.0,3.0,A,West Ham,Leeds,1.65,4.28,5.13,1.69,4.24,5.03
1923,16/01/2022,3.0,0.0,H,Liverpool,Brentford,1.3,5.82,10.45,1.29,6.25,11.37
1924,16/02/2020,4.0,0.0,H,Arsenal,Newcastle,1.45,4.57,8.0,1.46,4.55,7.93
1925,16/02/2020,2.0,3.0,A,Aston Villa,Tottenham,4.11,3.8,1.92,3.95,3.74,1.97
1926,16/03/13,1.0,0.0,H,Man United,Reading,1.16,9.07,19.51,1.14,9.28,22.5
1927,16/03/13,3.0,1.0,H,Southampton,Liverpool,4.1,3.8,1.94,3.79,3.77,2.02
1928,16/03/13,0.0,2.0,A,Swansea,Arsenal,3.32,3.52,2.3,3.44,3.6,2.2
1929,16/03/13,0.0,0.0,D,Stoke,West Brom,2.51,3.25,3.18,2.87,3.18,2.79
1930,16/03/13,3.0,2.0,H,Aston Villa,QPR,2.24,3.43,3.53,2.37,3.38,3.31
1931,16/03/13,2.0,0.0,H,Everton,Man City,3.8,3.64,2.07,3.57,3.48,2.2
1932,16/03/14,0.0,1.0,A,Tottenham,Arsenal,3.11,3.44,2.45,3.47,3.52,2.25
1933,16/03/14,0.0,3.0,A,Man United,Liverpool,2.49,3.52,2.98,2.52,3.54,2.93
1934,16/03/15,0.0,1.0,A,Swansea,Liverpool,4.24,3.51,2.0,4.2,3.55,2.0
1935,16/03/2019,4.0,3.0,H,West Ham,Huddersfield,1.58,4.09,6.7,1.53,4.35,6.93
1936,16/03/2019,2.0,2.0,D,Bournemouth,Newcastle,2.13,3.45,3.79,2.14,3.56,3.64
1937,16/03/2019,1.0,2.0,A,Burnley,Leicester,3.16,3.43,2.41,3.22,3.33,2.43
1938,16/03/2022,0.0,2.0,A,Arsenal,Liverpool,3.78,4.12,1.93,3.75,3.6,2.09
1939,16/03/2022,0.0,2.0,A,Brighton,Tottenham,3.38,3.37,2.33,3.79,3.49,2.12
1940,16/04/13,0.0,0.0,D,Arsenal,Everton,1.76,3.94,5.06,1.74,3.7,5.5
1941,16/04/14,2.0,3.0,A,Everton,Crystal Palace,1.44,4.69,8.97,1.38,5.3,9.87
1942,16/04/14,2.0,2.0,D,Man City,Sunderland,1.17,9.12,18.79,1.13,10.0,20.0
1943,16/04/17,0.0,1.0,A,West Brom,Liverpool,4.34,3.7,1.93,4.58,3.71,1.88
1944,16/04/17,2.0,0.0,H,Man United,Chelsea,2.67,3.2,3.0,2.85,3.17,2.82
1945,16/04/2016,1.0,0.0,H,Man United,Aston Villa,1.26,6.35,14.88,1.25,6.4,15.0
1946,16/04/2016,1.0,1.0,D,Everton,Southampton,2.66,3.39,2.85,3.0,3.52,2.48
1947,16/04/2016,0.0,3.0,A,Chelsea,Man City,2.72,3.54,2.7,2.61,3.55,2.81
1948,16/04/2016,3.0,0.0,H,Newcastle,Swansea,2.28,3.47,3.4,2.43,3.46,3.13
1949,16/04/2016,0.0,3.0,A,Norwich,Sunderland,2.33,3.41,3.35,2.35,3.36,3.36
1950,16/04/2016,0.0,1.0,A,West Brom,Watford,2.36,3.23,3.49,2.4,3.26,3.37
1951,16/04/2018,1.0,1.0,D,West Ham,Stoke,2.01,3.52,4.19,2.01,3.51,4.2
1952,16/04/2019,0.0,2.0,A,Brighton,Cardiff,2.01,3.27,4.53,2.02,3.26,4.51
1953,16/04/2021,2.0,2.0,D,Everton,Tottenham,3.46,3.56,2.21,3.59,3.46,2.2
1954,16/04/2022,0.0,1.0,A,Tottenham,Brighton,1.56,4.35,6.52,1.51,4.56,6.92
1955,16/04/2022,3.0,2.0,H,Man United,Norwich,1.23,6.6,14.96,1.29,6.35,9.95
1956,16/04/2022,1.0,0.0,H,Southampton,Arsenal,3.97,3.79,1.97,4.08,3.79,1.94
1957,16/04/2022,1.0,2.0,A,Watford,Brentford,2.95,3.33,2.62,2.94,3.39,2.58
1958,16/05/15,0.0,0.0,D,Sunderland,Leicester,2.83,3.3,2.75,3.14,3.25,2.53
1959,16/05/15,1.0,2.0,A,West Ham,Everton,2.99,3.5,2.51,2.48,3.47,3.04
1960,16/05/15,2.0,0.0,H,Tottenham,Hull,1.79,3.99,4.72,1.86,3.76,4.6
1961,16/05/15,0.0,0.0,D,Burnley,Stoke,2.61,3.39,2.92,2.55,3.31,3.06
1962,16/05/15,1.0,3.0,A,Liverpool,Crystal Palace,1.49,4.76,7.23,1.45,4.82,7.95
1963,16/05/15,2.0,1.0,H,QPR,Newcastle,3.01,3.57,2.45,3.17,3.65,2.32
1964,16/05/15,6.0,1.0,H,Southampton,Aston Villa,1.76,3.83,5.25,1.75,4.07,4.9
1965,16/05/17,3.0,1.0,H,Man City,West Brom,1.14,10.39,23.1,1.16,9.25,19.35
1966,16/05/17,2.0,0.0,H,Arsenal,Sunderland,1.1,13.62,28.49,1.12,12.0,23.5
1967,16/05/2021,1.0,2.0,A,West Brom,Liverpool,11.65,6.78,1.24,11.9,7.23,1.23
1968,16/05/2021,0.0,1.0,A,Everton,Sheffield United,1.4,4.9,8.69,1.35,5.33,9.25
1969,16/05/2021,2.0,0.0,H,Tottenham,Wolves,1.56,4.29,6.38,1.56,4.63,5.95
1970,16/05/2021,3.0,2.0,H,Crystal Palace,Aston Villa,3.14,3.58,2.32,3.2,3.62,2.31
1971,16/05/2022,2.0,0.0,H,Newcastle,Arsenal,4.31,3.72,1.89,4.31,3.85,1.81
1972,16/07/2020,1.0,1.0,D,Everton,Aston Villa,2.05,3.61,3.78,2.1,3.62,3.62
1973,16/07/2020,2.0,0.0,H,Leicester,Sheffield United,2.04,3.4,4.12,2.19,3.22,3.8
1974,16/07/2020,0.0,2.0,A,Crystal Palace,Man United,10.36,5.03,1.36,8.65,5.38,1.36
1975,16/07/2020,1.0,1.0,D,Southampton,Brighton,2.2,3.37,3.59,2.3,3.45,3.28
1976,16/08/14,2.0,2.0,D,Leicester,Everton,3.14,3.38,2.46,3.11,3.4,2.47
1977,16/08/14,0.0,1.0,A,QPR,Hull,2.48,3.26,3.22,2.31,3.24,3.59
1978,16/08/14,0.0,1.0,A,Stoke,Aston Villa,1.95,3.47,4.55,2.01,3.34,4.51
1979,16/08/14,2.0,2.0,D,West Brom,Sunderland,2.21,3.34,3.73,2.09,3.42,4.03
1980,16/08/14,0.0,1.0,A,West Ham,Tottenham,3.96,3.55,2.06,3.92,3.67,2.03
1981,16/08/14,1.0,2.0,A,Man United,Swansea,1.37,5.1,10.6,1.45,4.81,8.25
1982,16/08/14,2.0,1.0,H,Arsenal,Crystal Palace,1.26,6.45,14.01,1.29,5.9,12.75
1983,16/08/2015,3.0,0.0,H,Man City,Chelsea,2.08,3.56,3.87,2.01,3.69,3.97
1984,16/08/2015,1.0,2.0,A,Crystal Palace,Arsenal,5.34,3.97,1.72,5.4,4.08,1.69
1985,16/09/12,1.0,3.0,A,Reading,Tottenham,3.75,3.66,2.08,3.68,3.44,2.18
1986,16/09/13,2.0,2.0,D,Swansea,Liverpool,3.48,3.47,2.25,3.17,3.3,2.49
1987,16/09/16,1.0,2.0,A,Chelsea,Liverpool,2.28,3.49,3.4,2.19,3.59,3.52
1988,16/09/2017,0.0,6.0,A,Watford,Man City,9.83,5.64,1.35,9.35,6.1,1.33
1989,16/09/2017,0.0,0.0,D,Tottenham,Swansea,1.25,6.7,14.0,1.21,7.95,14.25
1990,16/09/2017,0.0,1.0,A,Crystal Palace,Southampton,2.99,3.32,2.6,2.89,3.26,2.72
1991,16/09/2017,1.0,1.0,D,Liverpool,Burnley,1.27,6.3,13.45,1.26,6.6,13.0
1992,16/09/2017,2.0,1.0,H,Newcastle,Stoke,2.37,3.23,3.46,2.17,3.45,3.71
1993,16/09/2017,0.0,0.0,D,West Brom,West Ham,2.36,3.27,3.43,2.34,3.27,3.49
1994,16/09/2017,1.0,1.0,D,Huddersfield,Leicester,3.46,3.42,2.28,3.62,3.39,2.23
1995,16/09/2018,1.0,0.0,H,Wolves,Burnley,1.74,3.65,5.82,1.75,3.65,5.75
1996,16/09/2018,1.0,3.0,A,Everton,West Ham,2.07,3.69,3.76,2.17,3.42,3.74
1997,16/09/2019,0.0,0.0,D,Aston Villa,West Ham,2.65,3.6,2.69,2.72,3.71,2.57
1998,16/09/2022,1.0,0.0,H,Aston Villa,Southampton,2.14,3.62,3.6,2.14,3.58,3.64
1999,16/09/2022,2.0,3.0,A,Nott'm Forest,Fulham,2.82,3.43,2.67,2.8,3.49,2.64
2000,16/10/16,0.0,1.0,A,Middlesbrough,Watford,2.33,3.27,3.51,2.26,3.27,3.67
2001,16/10/16,3.0,1.0,H,Southampton,Burnley,1.39,4.89,10.41,1.35,5.3,10.85
2002,16/10/2017,1.0,1.0,D,Leicester,West Brom,2.03,3.4,4.28,2.0,3.38,4.45
2003,16/10/2021,2.0,0.0,H,Man City,Burnley,1.13,9.94,24.65,1.15,9.13,21.3
2004,16/10/2021,4.0,2.0,H,Leicester,Man United,3.56,3.68,2.13,3.7,3.97,1.99
2005,16/10/2021,2.0,3.0,A,Aston Villa,Wolves,2.32,3.31,3.47,2.16,3.31,3.89
2006,16/10/2021,0.0,5.0,A,Watford,Liverpool,9.43,5.49,1.36,8.6,5.68,1.36
2007,16/10/2021,0.0,1.0,A,Brentford,Chelsea,6.69,3.92,1.61,5.64,3.87,1.7
2008,16/10/2021,0.0,0.0,D,Norwich,Brighton,3.77,3.41,2.16,4.12,3.69,1.96
2009,16/10/2021,1.0,0.0,H,Southampton,Leeds,2.44,3.58,3.01,2.12,3.72,3.55
2010,16/10/2022,1.0,1.0,D,Southampton,West Ham,3.08,3.42,2.47,3.01,3.37,2.54
2011,16/10/2022,0.0,2.0,A,Aston Villa,Chelsea,4.78,3.65,1.85,3.97,3.49,2.07
2012,16/10/2022,0.0,0.0,D,Man United,Newcastle,2.04,3.71,3.8,2.08,3.68,3.71
2013,16/10/2022,0.0,1.0,A,Leeds,Arsenal,6.23,4.49,1.56,4.97,4.22,1.7
2014,16/10/2022,1.0,0.0,H,Liverpool,Man City,4.0,4.11,1.88,3.81,4.25,1.9
2015,16/12/12,1.0,0.0,H,Tottenham,Swansea,1.65,4.16,5.76,1.69,4.0,5.55
2016,16/12/12,0.0,0.0,D,West Brom,West Ham,2.03,3.65,3.94,2.04,3.55,4.01
2017,16/12/2017,4.0,1.0,H,Man City,Tottenham,1.57,4.6,6.0,1.64,4.41,5.41
2018,16/12/2017,0.0,0.0,D,Brighton,Burnley,2.62,2.95,3.34,2.5,2.89,3.64
2019,16/12/2017,1.0,0.0,H,Arsenal,Newcastle,1.27,6.8,11.75,1.26,6.9,12.45
2020,16/12/2017,0.0,3.0,A,Leicester,Crystal Palace,1.88,3.7,4.55,1.77,3.85,5.1
2021,16/12/2017,1.0,0.0,H,Chelsea,Southampton,1.41,5.1,8.78,1.4,5.09,9.0
2022,16/12/2017,1.0,4.0,A,Watford,Huddersfield,1.79,3.78,5.08,1.73,3.83,5.5
2023,16/12/2017,0.0,3.0,A,Stoke,West Ham,2.31,3.35,3.46,2.46,3.26,3.26
2024,16/12/2018,3.0,1.0,H,Liverpool,Man United,1.53,4.51,6.76,1.55,4.26,7.09
2025,16/12/2018,3.0,2.0,H,Southampton,Arsenal,3.87,3.9,1.98,4.52,4.0,1.82
2026,16/12/2018,1.0,2.0,A,Brighton,Chelsea,7.64,4.37,1.51,8.63,4.58,1.45
2027,16/12/2019,1.0,1.0,D,Crystal Palace,Brighton,2.58,3.28,2.98,2.86,3.27,2.7
2028,16/12/2020,0.0,0.0,D,Fulham,Brighton,3.0,3.4,2.53,3.04,3.31,2.56
2029,16/12/2020,1.0,1.0,D,Arsenal,Southampton,2.27,3.55,3.32,2.17,3.58,3.55
2030,16/12/2020,5.0,2.0,H,Leeds,Newcastle,1.78,4.07,4.6,1.6,4.54,5.6
2031,16/12/2020,0.0,2.0,A,Leicester,Everton,2.23,3.62,3.37,2.16,3.55,3.58
2032,16/12/2020,1.0,1.0,D,West Ham,Crystal Palace,2.09,3.54,3.82,2.17,3.45,3.68
2033,16/12/2020,2.0,1.0,H,Liverpool,Tottenham,1.81,3.9,4.64,1.81,4.07,4.39
2034,16/12/2021,1.0,1.0,D,Chelsea,Everton,1.24,6.36,14.4,1.23,7.83,16.72
2035,16/12/2021,3.0,1.0,H,Liverpool,Newcastle,1.13,9.72,24.98,1.1,12.0,27.0
2036,17/01/15,0.0,2.0,A,QPR,Man United,6.29,4.13,1.62,5.83,4.42,1.61
2037,17/01/15,1.0,2.0,A,Newcastle,Southampton,3.32,3.36,2.38,2.87,3.24,2.74
2038,17/01/15,0.0,1.0,A,Leicester,Stoke,2.61,3.27,3.02,2.54,3.36,3.04
2039,17/01/15,2.0,3.0,A,Burnley,Crystal Palace,2.57,3.22,3.13,2.47,3.19,3.32
2040,17/01/15,0.0,5.0,A,Swansea,Chelsea,7.17,4.15,1.56,6.93,4.38,1.54
2041,17/01/15,2.0,1.0,H,Tottenham,Sunderland,1.59,4.26,6.4,1.57,4.35,6.5
2042,17/01/15,0.0,2.0,A,Aston Villa,Liverpool,4.88,3.55,1.88,4.5,3.7,1.89
2043,17/01/2016,0.0,1.0,A,Liverpool,Man United,2.34,3.37,3.37,2.63,3.12,3.13
2044,17/01/2016,0.0,0.0,D,Stoke,Arsenal,4.29,3.61,1.96,3.28,3.24,2.46
2045,17/01/2021,1.0,3.0,A,Sheffield United,Tottenham,6.1,3.73,1.68,4.81,3.71,1.83
2046,17/01/2021,0.0,0.0,D,Liverpool,Man United,1.98,4.0,3.71,1.94,3.98,3.89
2047,17/01/2021,4.0,0.0,H,Man City,Crystal Palace,1.18,7.87,18.27,1.19,7.48,17.24
2048,17/02/13,5.0,0.0,H,Liverpool,Swansea,1.56,4.47,6.5,1.39,5.12,9.27
2049,17/02/2020,0.0,2.0,A,Chelsea,Man United,1.86,3.7,4.53,2.02,3.47,4.08
2050,17/02/2021,1.0,3.0,A,Everton,Man City,8.77,5.62,1.36,12.07,6.04,1.28
2051,17/02/2021,1.0,1.0,D,Burnley,Fulham,2.87,3.19,2.77,3.05,3.15,2.66
2052,17/03/13,0.0,1.0,A,Tottenham,Fulham,1.5,4.58,7.32,1.53,4.34,7.3
2053,17/03/13,1.0,1.0,D,Sunderland,Norwich,2.08,3.48,3.96,2.02,3.47,4.2
2054,17/03/13,2.0,0.0,H,Chelsea,West Ham,1.4,5.15,8.8,1.38,5.29,9.33
2055,17/03/13,2.0,1.0,H,Wigan,Newcastle,2.26,3.54,3.39,2.27,3.45,3.44
2056,17/03/2018,2.0,1.0,H,Bournemouth,West Brom,1.85,3.6,4.94,1.8,3.84,4.9
2057,17/03/2018,0.0,2.0,A,Huddersfield,Crystal Palace,2.94,3.2,2.72,2.79,3.18,2.88
