,FTHG,FTAG,FTR,Home,Away,PH,PD,PA,PCH,PCD,PCA,H_LastOdds,A_LastOdds,H_LastFTG,A_LastFTG,H_MMR,A_MMR,H_3Points,A_3Points,H_9Points,A_9Points,H_17Points,A_17Points,H_3EVs,A_3EVs,H_5EVs,A_5EVs,H_9EVs,A_9EVs,H_1shock,A_1shock,H_3shock,A_3shock,H_7shock,A_7shock,H_winstreak,A_winstreak
195,0.0,3.0,A,Tottenham,Chelsea,4.98,4.02,1.74,4.2,3.4,2.04,3.61,2.17,2.0,2.0,28.366378174572485,28.024514727659408,6,7,15,12,34,28,5.36,5.41,12.98,9.42,20.619999999999997,14.62,8.850000000000001,-1.0500000000000003,6.620000000000001,-6.040000000000001,17.39,3.0400000000000005,-1,3
196,0.0,1.0,A,Chelsea,Man City,2.74,3.3,2.83,2.92,3.21,2.72,2.92,2.72,0.0,0.0,28.61748302313368,29.172952245574493,7,7,14,19,30,36,5.52,3.1899999999999995,8.79,4.93,15.780000000000001,8.91,-3.12,1.18,-7.3,-1.2700000000000002,-7.320000000000001,54.540000000000006,4,3
197,0.0,1.0,A,Man United,Aston Villa,1.41,5.12,8.13,1.42,5.1,7.95,2.34,3.18,1.0,3.0,29.86676895488374,25.21843271868933,9,4,20,16,39,22,4.88,12.61,7.16,15.69,14.72,29.92,1.5299999999999998,-3.5400000000000005,14.700000000000001,-0.3900000000000001,24.110000000000003,-9.05,5,1
198,2.0,0.0,H,Everton,Norwich,1.65,3.91,6.09,1.7,3.82,5.72,1.7,5.72,0.0,0.0,23.44037525809628,13.48286933688972,6,0,14,0,23,0,7.890000000000001,11.71,12.59,42.709999999999994,20.689999999999998,42.709999999999994,3.5400000000000005,5.52,0.8600000000000008,4.379999999999999,6.690000000000001,6.469999999999999,-1,-5
199,1.0,2.0,A,Leeds,West Ham,3.17,3.73,2.28,3.08,3.62,2.38,3.08,2.38,0.0,0.0,21.673106101944942,23.57158697817007,2,2,9,11,14,22,6.51,5.26,12.060000000000002,9.989999999999998,31.050000000000004,17.61,2.23,-1.5299999999999998,6.449999999999999,2.4200000000000004,8.389999999999997,10.74,-3,-1
200,2.0,2.0,D,Leicester,Burnley,1.6,4.09,6.37,1.71,3.9,5.39,1.71,5.39,0.0,0.0,22.776573426164397,17.146691026876564,3,1,15,1,22,1,8.65,9.87,12.36,24.640000000000004,29.280000000000005,24.640000000000004,0.9799999999999995,0.98,3.21,-4.609999999999999,-3.3999999999999995,-3.3600000000000008,-2,-4
201,1.0,1.0,D,Watford,Newcastle,2.26,3.42,3.47,2.16,3.57,3.59,2.16,3.59,0.0,0.0,20.492209418191994,26.464255581156234,3,2,6,14,6,27,13.48,18.52,21.759999999999998,24.369999999999997,21.759999999999998,33.58,-5.52,-3.25,-2.52,-14.700000000000001,-6.58,-14.120000000000001,1,-3
202,3.0,3.0,D,Brentford,Liverpool,7.48,4.51,1.49,7.88,4.98,1.43,7.88,1.43,0.0,0.0,24.97929436575572,27.56784419580849,4,7,13,19,23,33,10.59,4.42,16.5,7.15,41.93,11.07,-8.76,-0.8700000000000001,-11.129999999999999,-0.37999999999999967,-59.75,6.100000000000001,1,6
203,0.0,1.0,A,Southampton,Wolves,2.7,3.27,2.89,2.15,3.42,3.78,3.68,2.14,0.0,1.0,23.365191190417057,19.711817158114446,3,3,5,4,12,12,19.79,7.039999999999999,27.56,13.209999999999999,48.83,25.29,-16.74,8.76,-22.79,6.99,-36.43,9.120000000000001,-4,-1
204,3.0,1.0,H,Arsenal,Tottenham,2.29,3.3,3.54,2.25,3.4,3.53,1.99,3.84,3.0,1.0,28.91577242697376,27.700035074453485,6,3,16,15,37,31,12.92,5.77,17.549999999999997,14.529999999999998,23.51,21.77,-0.98,3.12,0.38000000000000056,11.530000000000001,5.290000000000001,14.400000000000002,2,-2
205,1.0,1.0,D,Crystal Palace,Brighton,3.14,3.21,2.56,2.96,3.14,2.74,2.96,2.74,0.0,0.0,23.95811530693992,25.869570739262073,4,6,11,18,23,29,20.32,6.6000000000000005,32.0,10.89,42.3,30.060000000000002,0.8700000000000001,-0.9799999999999995,-14.780000000000001,2.24,-15.05,8.829999999999998,-1,2
206,1.0,1.0,D,Man United,Everton,1.51,4.37,7.59,1.56,4.33,6.57,2.09,3.65,2.0,1.0,28.971903532641313,23.55314949527752,6,6,19,14,36,25,3.51,6.13,5.91,12.239999999999998,12.52,19.849999999999998,6.95,-1.4,22.44,4.380000000000001,25.860000000000003,1.3700000000000014,-1,1
207,0.0,0.0,D,Burnley,Norwich,1.9,3.69,4.42,1.99,3.6,4.12,1.99,4.12,0.0,0.0,18.53968472736265,12.847341681983625,1,0,2,0,2,0,11.91,13.030000000000001,26.76,41.42999999999999,29.030000000000005,47.42999999999999,-5.39,1.4,-6.65,7.359999999999999,-8.75,7.869999999999999,-4,-6
208,3.0,1.0,H,Chelsea,Southampton,1.4,4.91,9.22,1.46,4.71,7.79,1.69,5.22,1.0,2.0,28.10927952946207,22.68584075369303,6,2,13,4,30,12,5.3100000000000005,19.049999999999997,9.370000000000001,25.639999999999997,16.53,43.91,1.7200000000000002,2.78,-2.4499999999999997,-17.119999999999997,-7.290000000000001,-33.56,-1,-5
209,1.0,0.0,H,Leeds,Watford,1.78,3.96,4.8,1.78,3.98,4.74,1.78,4.74,0.0,0.0,21.233261582371,21.95439995245535,1,4,9,7,11,7,7.35,7.140000000000001,9.74,19.24,32.03,22.919999999999998,0.6799999999999997,2.16,4.89,-0.7999999999999998,-1.890000000000002,-4.42,-4,1
210,2.0,1.0,H,Wolves,Newcastle,1.72,4.06,5.06,1.83,3.72,4.77,2.59,3.0,1.0,1.0,20.55889576686799,26.11841336188219,6,2,7,12,14,27,6.89,19.599999999999998,12.77,24.5,27.660000000000004,32.75999999999999,-2.78,-3.59,3.4200000000000004,-20.8,7.9,-17.8,1,-3
211,0.0,0.0,D,Brighton,Arsenal,3.16,3.2,2.54,3.31,3.4,2.35,3.31,2.35,0.0,0.0,25.7016251720517,29.58307865940543,7,9,19,18,27,37,6.99,5.67,10.12,18.669999999999998,18.799999999999997,25.28,2.74,-1.2200000000000002,0.0600000000000005,-2.64,10.010000000000002,5.76,2,3
212,2.0,2.0,D,Crystal Palace,Leicester,3.17,3.44,2.41,2.87,3.3,2.7,2.96,2.49,0.0,0.0,24.098802656728807,22.348944528319365,4,1,12,13,21,23,16.48,7.45,23.96,11.310000000000002,42.08,26.810000000000002,-2.96,1.71,-10.940000000000001,3.3399999999999994,-11.7,2.2299999999999995,-1,-2
213,2.0,1.0,H,Tottenham,Aston Villa,2.13,3.61,3.64,2.14,3.47,3.74,2.14,3.74,0.0,0.0,27.183385291414975,26.03213030387239,0,6,15,16,28,25,6.859999999999999,19.46,11.09,22.43,23.05,35.79,1.2200000000000002,-6.95,13.190000000000003,-9.440000000000001,16.110000000000003,-10.799999999999999,-3,2
214,1.0,2.0,A,West Ham,Brentford,1.84,3.65,4.82,1.76,3.85,5.13,1.76,5.13,0.0,0.0,23.98116697846079,25.15257752489737,4,4,11,14,22,23,7.05,14.399999999999999,10.16,19.44,18.37,46.00000000000001,-0.6799999999999997,-7.88,0.15000000000000036,-14.94,3.7500000000000018,-64.71,1,1
215,2.0,2.0,D,Liverpool,Man City,2.99,3.55,2.46,3.12,3.54,2.38,3.81,1.9,1.0,0.0,27.35140207739872,29.77031152790625,7,7,20,19,34,38,3.38,4.55,6.1,7.040000000000001,11.139999999999999,10.4,1.43,-1.7200000000000002,-1.4199999999999997,-1.1900000000000002,7.040000000000001,38.18000000000001,6,4
216,0.0,5.0,A,Watford,Liverpool,9.43,5.49,1.36,8.6,5.68,1.36,8.6,1.36,0.0,0.0,20.478657252824835,27.534048205814496,4,5,7,21,7,32,8.21,3.84,18.380000000000003,6.97,26.66,13.030000000000001,0.78,-3.12,-2.579999999999999,-2.5600000000000005,-3.6399999999999997,-4.01,-1,6
217,2.0,3.0,A,Aston Villa,Wolves,2.32,3.31,3.47,2.16,3.31,3.89,2.16,3.89,0.0,0.0,25.5955206867245,21.486312772938977,6,6,16,9,25,16,12.870000000000001,6.4399999999999995,23.299999999999997,12.649999999999999,34.61000000000001,27.0,-0.45999999999999996,2.1099999999999994,-10.95,8.09,-3.9199999999999995,8.87,-1,2
218,4.0,2.0,H,Leicester,Man United,3.56,3.68,2.13,3.7,3.97,1.99,3.2,2.25,0.0,1.0,22.50231707110203,28.52986505934269,2,4,14,17,24,34,4.53,2.8699999999999997,11.059999999999999,5.859999999999999,21.759999999999998,11.35,2.7,1.56,5.39,10.040000000000001,10.990000000000002,25.87,-2,-1
219,2.0,0.0,H,Man City,Burnley,1.13,9.94,24.65,1.15,9.13,21.3,1.15,21.3,0.0,0.0,29.55453219471902,17.627225266572648,5,2,17,3,36,3,4.28,8.32,7.29,15.249999999999998,10.36,30.02,2.38,1.99,1.8399999999999996,-2.42,3.7099999999999995,-6.76,4,-4
220,0.0,0.0,D,Norwich,Brighton,3.77,3.41,2.16,4.12,3.69,1.96,4.12,1.96,0.0,0.0,14.313984796597946,26.005064915251126,1,5,1,17,1,25,9.25,6.6,19.55,10.65,50.55,17.939999999999998,-4.12,-3.31,2.8,-1.5499999999999994,3.749999999999999,-0.6399999999999992,-6,2
221,1.0,0.0,H,Southampton,Leeds,2.44,3.58,3.01,2.12,3.72,3.55,2.44,2.96,2.0,2.0,22.46320779341741,21.746232919213274,1,4,4,9,9,14,23.679999999999996,5.09,27.729999999999997,10.37,47.76,21.810000000000002,-5.41,-0.78,-19.369999999999997,2.13,-31.04,7.449999999999998,-6,1
222,0.0,1.0,A,Brentford,Chelsea,6.69,3.92,1.61,5.64,3.87,1.7,4.49,1.88,0.0,0.0,25.521199037338565,28.36347039116038,7,6,16,16,25,30,17.39,5.42,22.599999999999998,8.899999999999999,49.93,16.55,-7.5,5.41,-24.14,4.01,-35.36,-3.049999999999999,2,1
223,0.0,1.0,A,Everton,West Ham,2.57,3.37,2.98,2.91,3.36,2.63,2.95,2.6,1.0,0.0,23.951139790844895,23.550063192650143,4,3,14,11,25,21,9.92,6.449999999999999,15.16,8.4,23.15,15.01,-6.57,7.5,-4.43,5.290000000000001,-10.839999999999998,5.19,1,-1
224,2.0,3.0,A,Newcastle,Tottenham,3.57,3.66,2.13,3.58,3.71,2.11,3.41,2.25,2.0,1.0,25.381836348993975,27.687296601607784,2,3,9,15,27,30,8.61,7.870000000000001,24.88,10.44,34.75,23.44,-2.1099999999999994,0.45999999999999996,-8.95,4.8,-18.740000000000002,6.450000000000002,-4,1
225,2.0,2.0,D,Arsenal,Crystal Palace,1.66,3.94,5.91,1.62,4.17,5.96,1.88,4.58,2.0,0.0,29.173330986109153,23.97848605423016,7,2,16,10,35,22,5.58,14.400000000000002,16.52,24.150000000000002,25.410000000000004,41.87,2.35,-2.87,0.1499999999999999,-4.96,9.25,-16.910000000000004,3,-1
226,3.0,1.0,H,Arsenal,Aston Villa,1.92,3.77,4.22,2.04,3.65,3.87,1.55,6.27,2.0,1.0,28.668336897799623,24.89156129176435,5,3,14,13,33,24,4.220000000000001,11.850000000000001,7.64,23.360000000000003,23.34,32.59,1.62,6.35,2.75,-1.0600000000000005,4.99,-3.1899999999999995,3,-2
227,7.0,0.0,H,Chelsea,Norwich,1.19,7.28,19.32,1.22,6.75,15.5,1.22,15.5,0.0,0.0,28.721500637936135,17.026801469978317,6,2,19,2,33,2,5.08,10.96,8.47,19.270000000000003,16.54,53.669999999999995,-0.7,-4.12,6.430000000000001,-6.84,-2.7299999999999995,-1.8100000000000023,2,-6
228,1.0,1.0,D,Crystal Palace,Newcastle,1.99,3.7,3.98,2.0,3.51,4.2,3.82,2.12,0.0,0.0,24.310164445053044,25.060701163280385,3,1,8,6,22,26,8.79,8.94,23.310000000000002,25.949999999999996,42.230000000000004,35.48,-5.96,-1.8300000000000005,-11.79,-7.529999999999999,-23.890000000000004,-20.490000000000002,-1,-5
229,2.0,5.0,A,Everton,Watford,1.68,3.88,5.79,1.84,3.57,4.98,1.84,4.98,0.0,0.0,23.470524657210774,20.005551847216964,4,1,14,7,24,7,9.18,12.5,13.61,18.48,23.499999999999996,34.26,1.63,1.8000000000000005,-6.340000000000001,4.740000000000001,-9.129999999999999,3.7800000000000007,-1,-2
230,1.0,1.0,D,Leeds,Wolves,2.67,3.46,2.79,2.64,3.44,2.84,2.45,3.09,2.0,1.0,21.284649615529364,22.255676041434015,3,9,6,12,13,16,6.41,9.5,11.68,12.61,22.71,28.25,1.12,-6.35,1.0199999999999998,-7.02,9.620000000000001,1.7600000000000016,-1,3
231,2.0,2.0,D,Southampton,Burnley,2.02,3.63,3.98,2.09,3.46,3.92,2.09,3.92,0.0,0.0,22.87197194416396,17.444743756887213,3,2,7,3,12,3,10.059999999999999,25.68,27.959999999999997,33.2,46.38999999999999,50.32,-1.12,0.2999999999999998,-3.7500000000000004,-3.0999999999999996,-32.239999999999995,-7.21,1,-5
232,1.0,4.0,A,Brighton,Man City,7.66,4.79,1.46,8.18,4.95,1.43,14.0,1.23,1.0,3.0,25.274879379755063,29.63139742660267,3,7,15,17,26,36,5.010000000000001,5.25,10.260000000000002,7.08,16.66,10.33,1.96,-0.2999999999999998,1.3900000000000001,0.3599999999999999,2.0700000000000003,-1.5600000000000005,2,5
233,1.0,2.0,A,Brentford,Leicester,2.66,3.47,2.79,2.86,3.56,2.55,4.29,1.96,2.0,2.0,25.23449892739867,23.42235928864383,4,5,15,14,22,27,16.65,6.11,24.169999999999998,12.850000000000001,52.650000000000006,22.5,0.7,-8.82,-14.68,-4.41,-28.78,2.9299999999999997,-1,1
234,1.0,0.0,H,West Ham,Tottenham,2.32,3.54,3.23,2.25,3.65,3.29,3.29,2.3,1.0,1.0,24.038412414908542,28.10386467185866,6,6,14,18,24,30,5.77,6.779999999999999,10.44,11.11,16.75,22.96,-1.63,1.8300000000000005,5.19,3.5100000000000007,3.4800000000000004,13.250000000000002,1,2
235,0.0,5.0,A,Man United,Liverpool,3.15,3.73,2.29,3.09,3.66,2.35,4.65,1.7,2.0,1.0,27.669311627201903,27.70829063792093,1,5,17,21,31,32,1.97,3.91,5.0600000000000005,6.86,11.000000000000002,12.34,8.82,-1.8000000000000005,17.33,-3.4900000000000007,33.64,-4.37,-2,7
236,0.0,2.0,A,Leicester,Arsenal,2.52,3.49,2.95,2.55,3.53,2.88,5.97,1.58,2.0,4.0,24.033556247902393,29.038741253873653,7,5,14,14,30,36,7.95,4.01,10.780000000000001,8.24,21.02,23.810000000000002,-1.2399999999999998,-0.25,-7.359999999999999,3.72,-2.44,2.880000000000001,2,4
237,3.0,1.0,H,Burnley,Brentford,2.73,3.31,2.84,2.74,3.21,2.9,2.74,2.9,0.0,0.0,18.37305949585194,24.7644404395596,2,3,4,12,4,22,24.21,11.629999999999999,31.54,23.89,53.239999999999995,35.010000000000005,-3.92,1.2399999999999998,-1.63,-5.5600000000000005,-11.629999999999999,-24.57,-5,-2
238,2.0,2.0,D,Liverpool,Brighton,1.25,6.92,11.52,1.3,5.75,11.6,1.49,6.85,3.0,3.0,28.170626432495066,25.004170335617953,7,2,21,15,34,23,5.83,10.45,7.550000000000001,14.739999999999998,13.409999999999998,23.08,-6.75,-5.46,-11.670000000000002,-6.8100000000000005,-10.620000000000001,-1.8299999999999996,8,-1
239,0.0,2.0,A,Man City,Crystal Palace,1.15,8.94,22.14,1.14,9.25,21.0,1.2,16.0,4.0,2.0,29.943645309368748,24.35707411376742,7,3,20,9,38,22,3.96,7.83,6.859999999999999,20.360000000000003,11.61,41.79,5.46,2.0,7.54,-6.83,4.55,-24.570000000000004,6,-1
240,0.0,3.0,A,Newcastle,Chelsea,9.28,4.96,1.4,8.43,4.52,1.46,2.17,3.67,1.0,0.0,25.01385187592667,28.791935084694558,1,9,4,22,26,33,9.55,4.38,14.39,8.34,36.51,15.090000000000002,-4.2,-1.5399999999999998,-8.14,3.17,-26.43,-2.4099999999999997,-5,3
241,0.0,1.0,A,Watford,Southampton,3.22,3.4,2.39,3.22,3.54,2.33,3.22,2.33,0.0,0.0,21.557360146589858,22.560691608219788,3,4,10,8,10,13,16.32,10.0,20.79,26.889999999999997,39.239999999999995,38.709999999999994,-18.220000000000002,2.09,-15.640000000000002,-4.44,-16.0,-24.45,1,1
242,0.0,3.0,A,Tottenham,Man United,3.04,3.66,2.38,3.18,3.74,2.27,3.05,2.43,0.0,2.0,27.338928796539534,27.196579909929575,6,1,15,14,27,28,6.54,3.6399999999999997,12.27,5.949999999999999,23.6,11.219999999999999,1.25,6.75,3.5400000000000005,17.130000000000003,16.29,38.78,-1,-3
243,1.0,2.0,A,Norwich,Leeds,3.58,3.7,2.11,3.66,3.72,2.08,3.66,2.08,0.0,0.0,16.815703292588626,21.353863552838696,2,4,2,7,2,14,20.740000000000002,5.970000000000001,26.87,9.28,68.17,20.110000000000003,1.5399999999999998,2.64,-6.7,2.9800000000000004,-0.920000000000001,10.11,-7,-1
244,1.0,4.0,A,Aston Villa,West Ham,2.86,3.58,2.54,2.94,3.5,2.52,2.12,3.74,0.0,1.0,24.61106977003461,24.691547151183133,0,6,10,17,21,27,6.7700000000000005,5.64,16.900000000000002,11.329999999999998,30.41,18.009999999999998,0.25,-1.25,6.14,4.62,-1.2000000000000002,6.36,-3,2
245,2.0,1.0,H,Wolves,Everton,2.27,3.4,3.47,2.3,3.19,3.66,2.3,3.66,0.0,0.0,22.184109707523202,22.90187531679839,7,1,13,14,17,21,7.5600000000000005,8.32,12.17,12.67,24.55,22.61,-2.84,18.220000000000002,-7.08,13.280000000000001,-2.869999999999999,12.740000000000002,3,-2
246,1.0,0.0,H,Southampton,Aston Villa,2.04,3.71,3.79,2.17,3.59,3.54,3.64,2.14,0.0,1.0,22.903462519692567,24.176243694484125,7,0,11,10,16,20,5.54,5.970000000000001,13.479999999999999,16.660000000000004,37.97,31.140000000000004,-1.33,4.140000000000001,-0.3600000000000003,10.74,-22.89,0.8399999999999981,2,-4
247,0.0,2.0,A,Man United,Man City,4.84,4.16,1.74,4.79,4.21,1.73,6.7,1.43,3.0,6.0,27.654929974546317,29.069732363052918,3,6,14,20,31,35,5.35,2.7199999999999998,6.33,6.819999999999999,11.82,11.14,-3.81,40.0,11.76,45.16,35.76,46.35,1,-1
248,1.0,2.0,A,Brentford,Norwich,1.63,4.05,6.06,1.68,4.07,5.46,1.68,5.46,0.0,0.0,24.143251829329543,16.080677382335377,0,1,9,2,21,2,8.4,20.28,20.409999999999997,28.12,32.97,64.83,3.3200000000000007,-0.5,5.260000000000001,-3.08,-17.18,0.15999999999999903,-3,-8
249,1.0,1.0,D,Chelsea,Burnley,1.27,6.08,13.48,1.29,5.77,13.05,1.29,13.05,0.0,0.0,29.08892722062796,20.1231514047016,9,4,22,7,33,7,4.38,25.96,7.76,31.340000000000003,15.21,53.71,-1.38,-3.3200000000000007,-3.6199999999999997,-6.940000000000001,-0.659999999999999,-11.600000000000001,4,1
250,2.0,0.0,H,Crystal Palace,Wolves,2.56,3.17,3.17,2.37,3.16,3.52,2.13,3.89,2.0,1.0,24.997332499780214,22.679453895879895,5,7,12,16,25,20,26.96,8.030000000000001,30.79,13.64,52.79,22.63,-40.0,0.0600000000000005,-43.96,-9.129999999999999,-57.77,-3.5999999999999996,1,4
251,1.0,1.0,D,Brighton,Newcastle,1.63,4.11,6.04,1.61,4.2,6.11,2.5,3.14,0.0,0.0,25.22301742475776,24.774115926170484,2,1,13,4,23,23,18.740000000000002,13.21,22.79,19.57,31.17,41.48,-11.6,1.38,-15.1,-4.650000000000001,-18.35,-27.560000000000002,-1,-6
252,1.0,0.0,H,Arsenal,Watford,1.41,4.98,8.73,1.46,4.86,7.41,1.46,7.41,0.0,0.0,29.33218646843252,20.667287965973024,7,3,17,7,36,10,5.54,14.8,9.14,19.7,25.56,37.78,-3.76,1.33,-2.3899999999999997,-15.090000000000002,-2.6799999999999997,-15.110000000000001,5,-1
253,0.0,0.0,D,Everton,Tottenham,3.15,3.34,2.46,3.48,3.35,2.31,6.9,1.5,0.0,2.0,22.44815159359855,26.843475057335148,0,3,11,12,18,27,5.41,6.58,12.68,11.25,23.22,19.810000000000002,-0.0600000000000005,3.81,19.79,6.890000000000001,17.6,20.540000000000003,-3,-2
254,1.0,1.0,D,Leeds,Leicester,2.84,3.61,2.54,2.69,3.49,2.76,3.05,2.37,0.0,2.0,21.591100160434358,23.78697529008178,4,6,10,11,16,27,6.27,7.8,10.13,10.21,17.79,20.810000000000002,0.5,3.76,4.26,-6.300000000000001,8.37,-0.26000000000000156,1,-1
255,3.0,2.0,H,West Ham,Liverpool,4.74,4.15,1.75,4.47,4.4,1.75,7.4,1.44,0.0,1.0,25.112052767802687,27.958399087004096,9,7,17,19,27,34,7.4,4.01,10.54,6.56,18.32,12.23,-4.140000000000001,1.3,-7.0200000000000005,-7.250000000000001,0.6299999999999999,-11.79,3,8
256,0.0,3.0,A,Leicester,Chelsea,4.92,3.76,1.8,5.06,3.81,1.78,7.99,1.41,1.0,2.0,23.633824564964783,28.512453462853493,4,7,12,20,28,31,5.859999999999999,2.9699999999999998,11.26,6.13,20.619999999999997,13.57,-2.76,1.29,-0.23999999999999977,-1.63,-3.67,1.68,-1,4
257,2.0,0.0,H,Aston Villa,Brighton,2.48,3.33,3.14,2.5,3.37,3.08,5.05,1.76,2.0,1.0,23.69485675354649,25.193607301409102,0,2,7,11,19,24,7.3500000000000005,18.39,11.25,21.659999999999997,31.810000000000002,30.0,1.17,1.61,5.5600000000000005,-15.45,0.9600000000000009,-15.04,-5,-1
258,3.0,3.0,D,Burnley,Crystal Palace,2.79,3.29,2.79,2.86,3.25,2.74,2.86,2.74,0.0,0.0,21.28663800188617,25.27774513999395,5,7,8,14,8,25,17.71,24.37,39.0,31.2,53.260000000000005,53.48,-13.05,-2.74,-20.29,-40.74,-22.410000000000004,-51.660000000000004,1,2
259,3.0,3.0,D,Newcastle,Brentford,2.67,3.42,2.81,2.51,3.45,3.0,1.69,5.35,5.0,1.0,24.799702578556136,23.488548689225357,2,0,5,8,21,21,15.739999999999998,4.4399999999999995,22.09,14.209999999999999,43.199999999999996,31.68,-6.11,8.24,-8.93,12.8,-19.71,-10.640000000000002,-6,-4
260,2.0,1.0,H,Norwich,Southampton,3.71,3.54,2.12,3.53,3.53,2.19,3.53,2.19,0.0,0.0,18.34100509716518,23.350477786287236,3,7,5,13,5,19,22.62,5.59,28.860000000000003,14.5,45.29,35.44,-8.24,-1.17,-7.2,-0.41000000000000014,-8.520000000000001,-20.9,1,3
261,4.0,1.0,H,Watford,Man United,6.25,4.69,1.53,6.58,4.8,1.5,6.58,1.5,0.0,0.0,20.412066804669287,27.288414174738254,3,3,7,13,10,28,13.610000000000001,8.149999999999999,24.95,9.7,39.59,15.0,0.45999999999999996,1.46,-16.43,4.4,-17.21,23.26,-2,-1
262,1.0,0.0,H,Wolves,West Ham,3.18,3.28,2.49,3.19,3.32,2.46,4.01,2.07,0.0,2.0,22.346234755533228,25.6534212196619,4,9,16,17,20,27,6.66,9.239999999999998,12.379999999999999,12.629999999999999,23.2,20.27,2.74,-8.91,-0.03999999999999915,-14.3,1.700000000000001,-10.64,-1,4
263,4.0,0.0,H,Liverpool,Arsenal,1.47,5.0,6.84,1.55,4.68,6.09,2.67,2.58,2.0,3.0,27.402324665529292,29.480021997165267,4,9,16,20,34,36,3.4000000000000004,6.38,6.88,8.35,11.73,23.520000000000003,8.91,-0.45999999999999996,3.46,-4.47,-0.9000000000000004,-2.6999999999999997,-1,6
264,3.0,0.0,H,Man City,Everton,1.19,7.71,17.04,1.2,7.5,16.0,1.2,16.0,0.0,0.0,29.485711961296385,22.715568916428364,6,1,20,11,35,19,3.3,5.98,5.83,13.46,11.74,23.05,-1.46,-3.48,44.0,14.680000000000003,45.54,11.88,1,-3
265,2.0,1.0,H,Tottenham,Leeds,1.77,4.15,4.61,1.61,4.18,6.01,1.65,5.24,4.0,3.0,26.533225789288924,21.734031880750635,1,5,10,10,25,17,5.780000000000001,5.41,10.030000000000001,9.74,18.330000000000002,18.330000000000002,2.31,2.69,7.370000000000001,5.83,14.000000000000002,9.08,-2,1
266,2.0,0.0,H,Arsenal,Newcastle,1.48,4.95,6.77,1.53,4.52,6.63,1.53,6.63,0.0,0.0,28.826927626356138,24.72786568664061,6,2,20,5,33,21,9.43,14.049999999999999,12.09,19.83,19.11,43.199999999999996,2.2,2.51,-2.0199999999999996,-2.2200000000000006,0.4800000000000004,-13.950000000000001,-1,-6
267,1.0,2.0,A,Crystal Palace,Aston Villa,2.3,3.4,3.42,2.36,3.26,3.43,2.56,3.08,3.0,1.0,25.07219525582985,24.164968234967354,7,3,14,9,25,22,25.11,6.98,31.07,11.010000000000002,49.42000000000001,33.21000000000001,2.74,-3.0,-40.0,2.3100000000000005,-49.79,1.5,2,1
268,4.0,0.0,H,Liverpool,Southampton,1.3,6.08,10.1,1.25,6.75,12.0,1.28,9.77,3.0,1.0,27.88944530276994,22.79374007283215,4,6,18,12,34,18,2.6,5.6899999999999995,6.31,8.9,11.81,34.739999999999995,-2.2,3.8699999999999997,8.010000000000002,1.3699999999999997,-2.2299999999999995,-0.2900000000000005,1,-1
269,0.0,0.0,D,Norwich,Wolves,3.61,3.44,2.2,3.6,3.35,2.24,3.6,2.24,0.0,0.0,19.92182944582998,22.93036629344013,6,6,8,19,8,20,11.65,8.01,29.270000000000003,13.74,45.42,22.46,-3.8699999999999997,-2.19,-12.61,0.6100000000000008,-17.91,-9.249999999999998,2,1
270,0.0,0.0,D,Brighton,Leeds,2.14,3.44,3.78,2.23,3.34,3.64,1.74,5.09,1.0,0.0,24.720927801248248,21.517338100285972,2,4,11,9,24,17,13.29,8.78,21.43,12.969999999999999,30.730000000000004,22.099999999999994,3.0,-3.7899999999999996,-6.99,-0.5999999999999996,-11.06,3.06,-2,-1
271,1.0,0.0,H,Brentford,Everton,2.29,3.33,3.51,2.29,3.26,3.62,2.08,3.91,1.0,1.0,23.55876627160738,22.56990994027982,1,1,8,8,19,19,4.58,20.14,11.08,22.89,30.61,34.59,-3.0,0.5999999999999999,8.56,-2.9400000000000004,-4.879999999999999,8.940000000000001,-4,-4
272,4.0,2.0,H,Leicester,Watford,1.65,4.16,5.57,1.69,4.05,5.33,1.69,5.33,0.0,0.0,23.40588481307138,21.973513762714806,1,3,9,10,27,13,7.369999999999999,15.21,13.619999999999997,27.79,22.77,38.67,2.34,-21.82,3.34,-20.03,-2.3100000000000005,-33.510000000000005,-2,1
273,2.0,1.0,H,Man City,West Ham,1.3,5.98,10.56,1.27,6.5,11.0,1.41,8.0,2.0,0.0,29.66587989926208,25.11444375903813,6,6,20,16,35,26,3.07,8.45,5.6499999999999995,13.330000000000002,11.579999999999998,21.14,-0.5999999999999999,2.19,37.94,-10.860000000000001,43.76,-6.92,2,-1
274,1.0,1.0,D,Chelsea,Man United,1.63,4.21,5.75,1.58,4.21,6.44,2.17,3.62,1.0,1.0,28.739247037821407,26.56568758726927,7,3,22,10,31,27,3.5300000000000002,6.5600000000000005,6.45,9.64,13.219999999999999,13.71,-2.34,21.82,-2.4299999999999997,19.47,2.460000000000001,43.55,5,-2
275,1.0,1.0,D,Newcastle,Norwich,2.02,3.68,3.91,2.09,3.6,3.75,2.09,3.75,0.0,0.0,24.528770986318335,20.317131755314342,2,7,5,9,18,9,12.25,11.59,22.88,28.750000000000004,34.07,41.12,1.06,-3.6,-2.5400000000000005,-15.709999999999999,-9.3,-22.910000000000004,-7,2
